ID,Latitude,Longitude
coral,18.35381,-64.85091
coral,18.36207,-64.92905
coral,18.31695,-64.83207
coral,18.34737,-64.66682
coral,18.34336,-64.66063
coral,18.31105,-64.73789
coral,18.28249,-64.69883
coral,18.30846,-65.00271
coral,18.30942,-64.95306
coral,18.37069,-64.96889
coral,18.34645,-64.99841
coral,18.3172,-64.9872
coral,18.3916,-64.91187
coral,18.31705,-64.72376
coral,18.34907,-64.67913
coral,18.34995,-64.78133
coral,18.3582,-64.76864
coral,18.35119,-64.69476
coral,18.28588,-65.12775
coral,18.27098,-64.72283
coral,18.302,-64.68909
coral,18.30557,-64.69385
coral,18.28876,-64.80387
coral,18.3174,-64.8316
coral,18.3143,-64.82495
coral,18.36397,-65.00713
coral,18.37444,-64.95569
coral,18.30504,-64.84897
coral,18.31311,-64.98999
coral,18.31658,-64.72565
coral,18.31778,-64.69302
coral,18.36272,-64.76868
coral,18.27397,-64.83824
coral,18.30177,-64.99412
coral,18.37662,-64.96375
coral,18.31005,-64.84429
coral,18.3459,-64.68099
coral,18.36774,-64.71385
coral,18.35,-64.67631
coral,18.30708,-64.82487
coral,18.31946,-64.94324
coral,18.30885,-65.00791
coral,18.36487,-65.00761
coral,18.38057,-64.97421
coral,18.35028,-64.6957
coral,18.34691,-64.66824
coral,18.35832,-64.75539
coral,18.34544,-64.68147
coral,18.31644,-64.69112
coral,18.35722,-64.77715
coral,18.36416,-64.75971
coral,18.25375,-65.09238
coral,18.24467,-64.83179
coral,20.754667,-96.986083
coral,18.32973,-64.66949
coral,18.35075,-64.69382
coral,18.28639,-64.8152
coral,18.36168,-64.78334
coral,18.31604,-64.68544
coral,18.37116,-64.68456
coral,18.34903,-64.83146
coral,18.24701,-64.8233
coral,18.36252,-64.92859
coral,18.34308,-64.69279
coral,18.30368,-64.70377
coral,18.30795,-64.82772
coral,18.37273,-64.98973
coral,18.33902,-64.69181
coral,18.33304,-64.94009
coral,18.35599,-64.76389
coral,18.37472,-64.74136
coral,18.30477,-64.78275
coral,18.29887,-64.83282
coral,18.36904,-65.03983
coral,18.3106,-64.83484
coral,18.406,-64.91724
coral,18.36067,-64.74643
coral,18.33596,-64.6809
coral,18.37383,-64.73899
coral,18.35997,-64.77244
coral,18.27748,-64.70398
coral,18.31508,-64.8382
coral,18.3126,-64.95121
coral,18.35807,-64.68395
coral,18.31605,-64.83112
coral,18.30978,-65.00603
coral,18.37733,-64.98221
coral,18.31104,-64.73978
coral,18.33044,-64.69173
coral,18.33071,-64.80951
coral,18.36153,-64.79895
coral,18.31949,-64.98392
coral,18.36375,-65.02795
coral,18.3381,-64.6937
coral,18.30986,-64.99799
coral,18.26385,-64.90385
coral,18.31115,-64.96112
coral,18.31479,-64.91387
coral,18.30289,-64.83713
coral,18.35772,-64.77194
coral,18.36866,-64.76118
coral,18.28229,-64.95654
coral,18.36629,-64.77298
coral,18.27613,-64.84914
coral,18.38315,-64.89901
coral,18.29657,-64.8834
coral,18.36951,-64.99537
coral,18.35806,-64.83156
coral,18.34894,-64.6938
coral,18.34805,-64.79172
coral,18.32327,-64.68504
coral,18.24699,-64.82566
coral,18.30208,-64.82813
coral,18.35074,-64.79411
coral,18.33487,-64.84692
coral,18.4003,-64.90062
coral,18.39232,-64.97387
coral,18.32625,-64.94143
coral,18.33942,-64.84366
coral,18.35952,-64.77244
coral,18.28345,-64.69316
coral,18.30426,-64.68911
coral,18.30375,-64.6962
coral,18.30756,-65.00223
coral,18.29977,-64.83283
coral,18.31603,-64.78619
coral,18.37426,-64.74136
coral,18.32807,-64.65244
coral,18.34542,-64.68336
coral,18.34361,-64.68429
coral,18.23542,-64.85438
coral,18.2577,-65.10282
coral,18.28923,-64.80151
coral,18.27758,-64.88509
coral,18.36398,-64.7299
coral,18.3195,-64.93899
coral,18.26136,-65.09861
coral,20.753472,-96.983972
coral,18.35115,-64.64793
coral,18.3073,-64.89487
coral,18.33858,-64.69038
coral,18.34418,-64.81911
coral,18.32717,-64.65291
coral,18.36403,-64.7739
coral,18.33714,-64.79917
coral,18.33748,-64.66152
coral,18.35295,-64.69999
coral,18.30092,-64.70894
coral,18.31868,-64.74364
coral,18.33944,-64.79399
coral,18.27704,-64.84772
coral,18.30732,-64.84663
coral,18.36876,-64.93717
coral,18.36664,-64.68546
coral,18.38053,-64.97846
coral,18.34893,-64.69522
coral,18.35714,-64.78613
coral,18.35535,-64.68488
coral,18.28303,-64.68938
coral,18.36115,-64.79137
coral,18.31413,-64.84339
coral,24.578896,-81.49292
coral,18.3694,-64.5353
coral,12.033449,-68.961165
coral,20.83077,-86.728759
coral,12.17859,-68.852741
coral,12.143114,-68.802796
coral,12.026302,-68.867511
coral,18.515944,-94.781889
coral,18.551417,-94.872278
coral,18.509944,-94.781528
coral,18.54425,-94.826417
coral,18.229872,-65.27829
coral,18.7006,-68.417
coral,18.6719,-68.3624
coral,18.711,-68.4277
coral,18.264938,-65.356726
coral,19.100587,-96.038703
coral,21.547367,-97.283636
coral,21.541039,-97.282733
coral,19.519564,-87.24115
coral,21.509636,-97.254508
coral,18.4627,-67.1917
coral,25.140576,-80.273755
coral,12.169673,-68.827771
coral,12.015565,-68.956922
coral,18.4835,-66.0498
coral,21.463972,-97.227111
coral,9.382898,-82.00032
coral,18.350794,-87.802704
coral,19.308102,-96.031576
coral,19.357519,-96.060338
coral,16.922759,-88.197802
coral,16.949558,-88.127695
coral,16.528759,-88.038677
coral,19.37853,-96.182695
coral,17.144814,-61.623294
coral,17.058412,-61.660226
coral,14.41821,-60.91307
coral,11.346961,-60.757731
coral,20.861208,-86.879513
coral,18.281574,-87.896074
coral,18.331233,-64.971864
coral,18.480497,-87.372123
coral,19.138337,-96.032409
coral,19.168697,-96.013216
coral,19.211654,-96.116726
coral,19.380666,-96.183894
coral,19.119574,-95.984807
coral,19.160518,-95.808644
coral,18.455739,-87.319435
coral,10.84,-60.93
coral,21.1407,-86.7213
coral,18.508115,-64.548641
coral,17.406111,-61.868611
coral,19.300157,-96.17381
coral,20.314569,-87.022267
coral,12.148472,-65.994111
coral,11.44112,-68.82922
coral,19.97201,-75.13951
coral,19.199583,-96.069444
coral,19.170556,-95.870556
coral,19.266667,-95.938611
coral,21.1618,-86.741566
coral,14.086389,-61.279722
coral,19.180556,-96.095278
coral,14.043333,-61.226389
coral,14.112778,-61.284444
coral,20.91074,-86.83525
coral,20.874791,-86.851722
coral,18.278457,-87.82033
coral,17.2472,-63.4499
coral,16.8025,-88.0817
coral,19.108021,-95.931244
coral,19.205093,-96.073339
coral,19.088596,-95.996597
coral,19.180802,-96.092905
coral,19.202343,-96.071306
coral,19.11641,-95.943588
coral,19.087982,-96.001714
coral,19.208586,-96.068164
coral,19.177954,-96.089202
coral,19.111643,-95.935639
coral,19.108916,-95.948128
coral,19.173,-96.090515
coral,19.117016,-95.939552
coral,19.099894,-95.942108
coral,19.086073,-95.994643
coral,19.085669,-95.999545
coral,19.20243,-96.071637
coral,19.205157,-96.072815
coral,19.141722,-95.810389
coral,21.1498,-86.744916
coral,19.16289,-95.85372
coral,19.20098,-96.06134
coral,19.20071,-96.07046
coral,19.2302,-96.09389
coral,19.06234,-95.92
coral,19.07921,-95.83779
coral,19.06598,-95.93401
coral,19.10179,-95.94304
coral,19.14174,-95.83626
coral,18.06899,-67.960334
coral,18.056677,-67.903826
coral,26.162451,-80.090538
coral,26.178289,-80.089012
coral,26.01255,-80.102493
coral,24.66868,-82.809517
coral,24.63526,-82.922302
coral,24.688881,-82.905563
coral,24.63586,-82.920319
coral,24.668079,-82.887062
coral,24.6658,-82.873466
coral,25.11875,-80.301498
coral,25.034967,-80.348152
coral,21.1992,-86.7273
coral,25.044933,-80.369865
coral,25.013283,-80.413597
coral,24.98605,-80.415115
coral,25.208883,-80.218903
coral,21.03115,-86.779433
coral,25.1408,-80.259315
coral,25.136316,-80.289619
coral,21.14015,-86.74145
coral,12.31568,-82.9804
coral,24.480017,-81.714584
coral,25.388866,-80.164566
coral,24.546074,-81.405151
coral,12.18392,-83.034401
coral,12.29837,-82.974403
coral,24.452066,-81.876953
coral,24.475683,-81.887413
coral,12.29153,-82.969398
coral,12.19013,-83.047997
coral,24.625584,-81.111313
coral,12.2946,-82.972504
coral,12.29546,-82.969398
coral,25.484983,-80.149147
coral,24.513866,-81.559647
coral,24.452868,-81.875183
coral,12.03012,-83.033501
coral,12.18628,-83.068398
coral,24.5646,-81.393082
coral,12.18857,-83.034698
coral,12.17695,-83.082199
coral,24.723551,-80.859947
coral,24.765966,-80.754265
coral,14.68928,-60.91052
coral,18.338383,-65.264786
coral,18.3311,-65.248367
coral,18.292866,-65.236
coral,18.338083,-65.314964
coral,18.377733,-65.572502
coral,18.299067,-65.228485
coral,18.157133,-65.319397
coral,18.151417,-65.304749
coral,18.373934,-65.569786
coral,18.312466,-65.335449
coral,18.354666,-65.570419
coral,18.34215,-65.53302
coral,9.47465,-78.590469
coral,9.26785,-82.119965
coral,9.423317,-82.324165
coral,9.282516,-82.101219
coral,9.596,-78.779213
coral,9.457434,-78.731316
coral,9.5947,-78.772301
coral,9.272767,-82.065933
coral,9.297,-82.264
coral,9.574984,-78.870499
coral,9.26725,-82.119019
coral,9.287,-82.102783
coral,9.5165,-78.036499
coral,9.247033,-82.03257
coral,9.51865,-78.655716
coral,9.575283,-78.676132
coral,9.235666,-82.111053
coral,9.4922,-78.9627
coral,9.56205,-78.881264
coral,9.5436,-78.885551
coral,9.4768,-78.931297
coral,9.5158,-78.69735
coral,9.576016,-78.873184
coral,9.5436,-78.885536
coral,9.55365,-78.944366
coral,9.55455,-78.94545
coral,9.561816,-78.877731
coral,9.194166,-82.080002
coral,9.559533,-78.882187
coral,9.488684,-78.728081
coral,9.551833,-78.882233
coral,9.54065,-78.903198
coral,9.588017,-78.884453
coral,9.584,-78.879982
coral,9.271067,-82.051666
coral,9.5602,-78.870201
coral,21.862467,-81.324234
coral,21.544283,-82.430786
coral,21.576967,-81.681801
coral,21.543533,-82.449249
coral,21.960484,-81.46685
coral,21.891001,-81.417519
coral,21.833334,-81.247231
coral,21.562784,-82.317146
coral,21.902267,-81.425797
coral,21.580917,-81.635834
coral,22.09885,-81.519333
coral,21.969482,-81.479446
coral,21.912434,-81.430435
coral,21.8479,-81.285583
coral,21.51545,-82.09893
coral,21.586367,-81.957298
coral,21.804667,-81.197563
coral,22.108984,-81.483597
coral,21.595783,-81.92717
coral,22.021616,-81.515869
coral,21.560801,-82.304085
coral,21.784901,-81.180984
coral,21.551767,-82.338165
coral,21.885084,-81.397018
coral,21.536434,-82.371284
coral,21.481417,-82.702919
coral,21.451134,-82.782753
coral,21.525949,-82.374565
coral,21.548634,-82.29277
coral,21.617884,-83.194504
coral,22.036051,-81.514603
coral,22.095882,-81.517586
coral,21.73835,-81.096214
coral,21.862467,-81.330032
coral,21.570801,-81.967514
coral,21.455,-82.768982
coral,22.158766,-81.513168
coral,21.8536,-81.284431
coral,21.837933,-81.249565
coral,21.4835,-82.696503
coral,21.585649,-81.585899
coral,22.020884,-81.510353
coral,22.101467,-81.546684
coral,21.987867,-81.475632
coral,22.153999,-81.477654
coral,22.653334,-79.145279
coral,22.718334,-79.363052
coral,23.236666,-80.588608
coral,23.293055,-80.964996
coral,23.242222,-80.587776
coral,22.946667,-79.755836
coral,22.833611,-79.584999
coral,23.1,-80.126663
coral,22.893888,-79.679443
coral,22.720278,-79.363052
coral,23.210278,-80.474167
coral,23.151112,-80.212776
coral,22.654722,-79.144997
coral,22.176945,-77.652779
coral,22.024723,-77.602501
coral,22.626667,-78.693054
coral,22.4825,-78.12722
coral,22.540277,-78.349724
coral,21.843334,-77.465553
coral,23.288055,-80.900276
coral,22.693611,-78.902496
coral,22.424999,-78.040833
coral,22.5625,-78.443054
coral,22.563612,-78.444443
coral,20.901316,-79.103485
coral,21.079517,-79.467415
coral,20.6035,-78.182831
coral,20.584999,-78.109665
coral,20.899683,-79.091263
coral,21.217699,-79.558151
coral,20.811966,-78.847954
coral,21.07115,-79.409164
coral,20.772367,-78.902435
coral,21.677134,-79.971634
coral,20.846001,-79.019485
coral,20.6061,-78.280998
coral,20.833683,-78.991066
coral,20.968517,-79.199135
coral,21.666683,-79.944298
coral,21.713066,-79.994331
coral,21.067783,-79.430214
coral,21.454317,-79.645882
coral,20.966749,-79.207664
coral,21.656967,-79.928131
coral,21.653334,-79.92775
coral,21.084616,-79.287949
coral,21.089817,-79.290001
coral,20.644234,-78.680397
coral,20.966,-79.198868
coral,20.840216,-79.000603
coral,20.568832,-78.200836
coral,21.691401,-79.974998
coral,20.771233,-78.885864
coral,20.798401,-78.956764
coral,20.898216,-79.095284
coral,20.644167,-78.657684
coral,20.685083,-78.7575
coral,21.064466,-79.422287
coral,20.848,-79.030014
coral,21.067316,-79.410515
coral,20.970116,-79.218864
coral,21.714216,-79.999519
coral,18.315767,-64.762947
coral,19.679867,-79.887482
coral,19.680733,-79.88282
coral,19.682217,-79.869781
coral,19.754351,-79.7304
coral,19.720249,-79.828331
coral,17.672684,-88.018913
coral,18.519634,-87.320534
coral,16.740784,-87.882385
coral,18.753532,-87.333969
coral,18.408817,-87.410469
coral,17.570784,-87.740898
coral,18.457966,-87.426613
coral,17.342899,-87.951881
coral,16.528667,-87.980034
coral,16.914351,-87.699867
coral,17.385883,-87.935013
coral,17.35215,-88.038086
coral,18.770166,-87.313454
coral,18.767,-87.330765
coral,18.666082,-64.231499
coral,18.510616,-87.316513
coral,18.41535,-87.415215
coral,16.741333,-87.884048
coral,18.566816,-87.287849
coral,18.508333,-64.337502
coral,18.564016,-64.23867
coral,17.355267,-87.953697
coral,17.59425,-87.746132
coral,16.7365,-87.810204
coral,18.557983,-87.29837
coral,17.59375,-87.744049
coral,16.909634,-87.800682
coral,18.752733,-64.409935
coral,17.15505,-87.908035
coral,16.72345,-88.074135
coral,16.722633,-88.07225
coral,16.9198,-88.049515
coral,16.915667,-87.696831
coral,18.74935,-64.32077
coral,17.275984,-88.043335
coral,16.526382,-87.97393
coral,17.35215,-88.028564
coral,17.548384,-87.822769
coral,16.910084,-87.80188
coral,16.813,-88.078003
coral,18.662367,-87.2342
coral,16.7269,-87.887115
coral,18.52405,-77.879517
coral,18.31255,-78.354134
coral,18.073833,-76.287369
coral,18.414867,-77.101433
coral,18.424801,-77.032013
coral,18.465834,-78.126945
coral,18.473101,-77.414299
coral,18.463051,-77.358131
coral,18.457783,-78.012581
coral,18.1735,-78.164169
coral,18.479218,-77.45108
coral,18.288683,-78.366615
coral,18.528267,-77.81665
coral,18.423082,-77.029167
coral,18.5261,-77.857048
coral,18.191151,-76.456932
coral,18.4259,-78.251099
coral,18.468611,-78.122498
coral,18.467867,-77.388397
coral,18.318466,-76.8032
coral,18.234016,-76.605133
coral,18.470133,-77.321266
coral,18.374866,-76.874031
coral,18.409767,-76.983284
coral,18.449633,-77.207619
coral,18.492867,-77.526451
coral,20.402189,-87.302979
coral,20.40765,-87.299103
coral,18.239201,-87.82682
coral,20.399799,-87.305977
coral,20.396481,-87.30658
coral,18.324881,-87.815559
coral,18.22097,-87.872429
coral,18.235001,-87.832901
coral,18.233334,-87.833328
coral,17.889999,-87.959999
coral,16.66,-88.190002
coral,16.76,-88.139999
coral,16.780001,-88.080002
coral,17.92,-87.940002
coral,16.809999,-88.059998
coral,16.709999,-88.169998
coral,16.77,-88.160004
coral,19.397566,-81.360283
coral,19.291267,-81.146202
coral,19.343901,-81.077934
coral,19.292749,-81.105301
coral,19.317633,-81.07473
coral,19.357666,-81.13575
coral,19.380301,-81.29155
coral,12.633467,-61.349133
coral,19.693983,-80.068947
coral,19.333366,-81.076599
coral,19.656866,-80.0728
coral,19.830517,-80.022903
coral,19.358633,-81.246681
coral,19.677134,-80.026031
coral,19.684933,-80.078331
coral,19.197222,-96.068336
coral,18.210833,-87.82972
coral,19.197222,-96.068333
coral,18.219166,-87.831665
coral,18.317867,-64.99073
coral,21.809433,-84.513718
coral,18.228611,-87.830833
coral,19.173889,-96.092224
coral,19.173889,-96.093333
coral,17.225967,-87.601646
coral,21.440716,-71.1549
coral,21.43845,-71.110466
coral,19.833334,-87.443336
coral,26.3575,-76.97683
coral,21.299999,-71.599998
coral,21.4589,-71.113632
coral,26.397833,-76.988503
coral,26.59725,-76.976387
coral,26.532284,-76.950386
coral,26.577499,-76.959
coral,21.483267,-71.5177
coral,26.059834,-76.949501
coral,21.30335,-71.223137
coral,21.906349,-72.115265
coral,26.526766,-76.956947
coral,17.221001,-87.526497
coral,19.825001,-87.447777
coral,26.397783,-76.988464
coral,26.603333,-76.98317
coral,26.540333,-76.946167
coral,21.818001,-72.183502
coral,21.458216,-71.155014
coral,20.105833,-87.459442
coral,21.46715,-71.552086
coral,21.022816,-70.818466
coral,21.479233,-71.153519
coral,21.808634,-72.2257
coral,17.250584,-87.528214
coral,21.37265,-71.599152
coral,26.63715,-77.038498
coral,19.975,-87.452774
coral,21.814016,-72.186981
coral,19.958334,-87.447777
coral,21.664833,-72.470184
coral,21.537001,-71.109215
coral,26.3535,-76.977997
coral,19.841667,-87.4375
coral,21.388083,-72.143951
coral,19.966667,-87.451668
coral,17.218334,-87.609749
coral,17.221849,-87.608047
coral,17.224016,-87.606796
coral,20.0975,-87.463058
coral,19.145834,-87.53611
coral,19.137501,-87.536942
coral,17.156784,-87.594353
coral,11.881133,-66.723
coral,11.954284,-66.622665
coral,11.882234,-66.689034
coral,11.778517,-66.580452
coral,11.766367,-66.705765
coral,11.910633,-66.592453
coral,11.800233,-66.884186
coral,11.792334,-66.895233
coral,9.738334,-82.805
coral,11.930083,-66.74382
coral,17.768633,-64.691498
coral,17.171867,-87.59272
coral,17.138416,-87.59893
coral,17.995667,-63.060001
coral,17.628166,-63.259499
coral,17.649666,-63.228001
coral,17.615,-63.224998
coral,17.630833,-63.215
coral,17.643333,-63.253166
coral,18.010666,-63.007999
coral,17.629333,-63.258835
coral,17.616333,-63.258499
coral,18.329683,-64.951614
coral,18.373684,-64.989517
coral,24.17,-74.480003
coral,24.16,-74.459999
coral,24.15,-74.470001
coral,23.950001,-74.540001
coral,24.16,-74.480003
coral,23.950001,-74.550003
coral,24.139999,-74.449997
coral,24.040001,-74.540001
coral,24.139999,-74.459999
coral,24.030001,-74.540001
coral,24.01,-74.529999
coral,9.39224,-76.200455
coral,24.439501,-77.698067
coral,24.343149,-77.670677
coral,24.72917,-77.770172
coral,24.3013,-77.647881
coral,24.483999,-77.698997
coral,24.367029,-77.68235
coral,24.097931,-77.537033
coral,24.5448,-77.683723
coral,24.29167,-77.646202
coral,24.253151,-77.629173
coral,24.844931,-77.860977
coral,24.3069,-77.65638
coral,24.595831,-77.693329
coral,24.774349,-77.807716
coral,25.063669,-77.937828
coral,24.84383,-77.85733
coral,24.54022,-77.682068
coral,12.016666,-68.749947
coral,23.947599,-77.38665
coral,24.09972,-77.533348
coral,24.50643,-77.696968
coral,12.192267,-81.840833
coral,21.2,-86.733333
coral,25.166667,-80.25
coral,23.783333,-76.133333
coral,24.630671,-77.691002
coral,24.6259,-77.693176
coral,23.778219,-77.419022
coral,23.79092,-77.426369
coral,25.160101,-78.002899
coral,24.69953,-77.743431
coral,25.313219,-78.085571
coral,23.709669,-77.38237
coral,25.223921,-78.034332
coral,23.766667,-76.1
coral,24.84425,-77.8563
coral,23.696501,-77.376999
coral,24.633333,-81.416667
coral,24.74518,-77.778633
coral,25.313166,-78.085831
coral,25.383333,-80.116667
coral,24.842171,-77.858597
coral,24.844999,-77.861
coral,24.877501,-77.879097
coral,24.843834,-77.85733
coral,25.1026,-77.963867
coral,18.25,-87.716667
coral,18.25,-87.683333
coral,14.3072,-82.9533
coral,14.4217,-82.875
coral,18.5,-87.75
coral,18.218105,-64.665577
coral,18.226722,-64.696077
coral,25.666667,-80.2
coral,18.484405,-77.646826
coral,18.473995,-77.450699
coral,18.186157,-76.440285
coral,20.816667,-86.866667
coral,9.37,-82.18
coral,18.366667,-64.933333
coral,24.633333,-82.916667
coral,18.675,-87.680833
coral,20.436944,-87.032778
coral,20.272778,-87.013056
coral,26.782021,-77.075526
coral,19.223333,-96.096944
coral,22.5322,-74.7258
coral,12.398965,-81.46578
coral,12.508333,-81.680556
coral,24.6,-76.02
coral,16.77,-88.05
coral,12.59189,-81.69728
coral,17.7633,-64.6067
coral,17.9667,-66.7578
coral,18.1383,-67.2433
coral,16.8,-88.08
coral,16.8283,-88.0758
coral,25.02,-80.37
coral,8.06817,-76.744408
coral,9.5667,-78.95
