Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
7.20035E-8,0.0000072,0.00057963,1,0,0
7.71218E-8,0.000014913,0.000620806,0.99990605,0,0
8.0303E-8,0.000030668,0.000646397,0.999718151,0,0
1.63634E-7,0.000057508,0.001316284,0.999530252,0,0
2.41126E-7,0.000105586,0.001938432,0.999342352,0,0
4.77365E-7,0.000268658,0.003830304,0.998966554,0,0
7.33931E-7,0.000512919,0.005876846,0.998590755,0,0
9.84932E-7,0.001020376,0.007870886,0.998027057,0,0
1.50543E-6,0.002617591,0.011980481,0.996805712,0,0
2.26731E-6,0.005146027,0.01793492,0.995584367,0,0
3.6873E-6,0.010237319,0.028843411,0.993987223,0,0
5.20354E-6,0.025241253,0.040226918,0.990792935,0,0
6.87689E-6,0.050059506,0.052484083,0.987034949,0.002911208,0
9.03982E-6,0.100689408,0.067871055,0.981116122,0.011644833,0
1.32296E-5,0.20036051,0.096298812,0.972378805,0.014556041,0
1.69984E-5,0.300332235,0.120427951,0.966084179,0.020378457,0
1.97264E-5,0.401447572,0.137105649,0.961010898,0.023289665,0
2.09551E-5,0.501562963,0.144411839,0.956407366,0.023289665,0
2.1578E-5,0.601567795,0.148069138,0.951991732,0.023289665,0
2.21809E-5,0.700032474,0.151579197,0.947763998,0.023289665,0
2.25429E-5,0.751442907,0.153672823,0.945603157,0.023289665,0
2.28163E-5,0.80132997,0.155247464,0.943536265,0.023289665,0
2.34277E-5,0.900524871,0.158746763,0.93949643,0.026200873,0
2.40769E-5,1.000301889,0.162431365,0.935550545,0.029112082,0
2.47931E-5,1.100684066,0.166458815,0.93169861,0.030567686,0
2.54905E-5,1.201244167,0.170343499,0.927940624,0.03202329,0
2.60068E-5,1.30158451,0.173195971,0.924276588,0.03202329,0
2.6683E-5,1.401706925,0.176902647,0.920706501,0.03202329,0
2.72989E-5,1.501785137,0.180250267,0.917230365,0.033478894,0
2.86257E-5,1.750427978,0.187369114,0.908868846,0.034934498,0
3.00848E-5,2.002907397,0.195056771,0.900789177,0.036390102,0
3.12402E-5,2.25187888,0.20104217,0.893179256,0.036390102,0
3.22374E-5,2.502364742,0.206136552,0.885757234,0.037845706,0
3.32102E-5,2.750805054,0.211044096,0.878617061,0.03930131,0
3.40941E-5,3.000058704,0.215450761,0.871664788,0.042212518,0
3.51439E-5,3.253121261,0.220621416,0.864806464,0.043668122,0
3.60233E-5,3.502166869,0.22490019,0.858229989,0.04657933,0
3.72371E-5,3.751636217,0.230729755,0.851841413,0.04657933,0
3.8219E-5,4.000317836,0.23538161,0.845640737,0.04657933,0
3.89367E-5,4.25149425,0.238746736,0.83953401,0.04657933,0
3.94861E-5,4.502260402,0.241302686,0.833521233,0.04657933,0
4.00562E-5,4.752744093,0.243936681,0.827602405,0.04657933,0
4.10025E-5,5.000159069,0.248268662,0.821871477,0.04657933,0
4.17321E-5,5.252496197,0.251574888,0.816140549,0.049490539,0
4.25035E-5,5.500946163,0.255039247,0.81059752,0.056768559,0
4.32282E-5,5.753870128,0.258264572,0.805054491,0.061135371,0
4.40571E-5,6.002564311,0.261919761,0.799699361,0.065502183,0
4.46454E-5,6.251117267,0.264492291,0.794438181,0.068413392,0
4.55497E-5,6.503227719,0.268411435,0.789177001,0.0713246,0
4.62008E-5,6.751248495,0.271207592,0.78410372,0.0713246,0
4.67462E-5,7.002170662,0.273533459,0.77903044,0.072780204,0
4.72323E-5,7.251134361,0.275594182,0.774051109,0.072780204,0
4.76339E-5,7.502569919,0.277287735,0.769071778,0.072780204,0
4.83398E-5,7.751815897,0.280245122,0.764186396,0.074235808,0
4.88676E-5,8.004744964,0.282440886,0.759301015,0.074235808,0
4.93667E-5,8.25033418,0.284504788,0.754603533,0.075691412,0
4.97487E-5,8.503243909,0.286076723,0.749812101,0.075691412,0
5.0307E-5,8.753476433,0.288361127,0.745114619,0.075691412,0
5.06642E-5,9.000896727,0.289815355,0.740511086,0.075691412,0
5.09026E-5,9.254842039,0.290782646,0.735813604,0.075691412,0
5.1202E-5,9.504936119,0.291993615,0.731210071,0.075691412,0
5.15241E-5,9.751590234,0.293291747,0.726700489,0.075691412,0
5.184E-5,10.004835578,0.294560236,0.722096956,0.075691412,0
5.21791E-5,10.254607173,0.295916888,0.717587373,0.075691412,0
5.24126E-5,10.500463155,0.296848053,0.71317174,0.075691412,0
5.26632E-5,10.752646337,0.297844434,0.708662157,0.07860262,0
5.29086E-5,11.000777237,0.298817632,0.704246524,0.07860262,0
5.32707E-5,11.250246236,0.300248527,0.699830891,0.081513828,0
5.35512E-5,11.501354543,0.301353179,0.695415257,0.081513828,0
5.38275E-5,11.753704804,0.302437918,0.690999624,0.081513828,0
5.40963E-5,12.001939567,0.303489682,0.686677941,0.081513828,0
5.43356E-5,12.251392156,0.304423626,0.682356257,0.084425036,0
5.45037E-5,12.501723059,0.305077999,0.678034573,0.08588064,0
5.46619E-5,12.752817802,0.305692772,0.67371289,0.08588064,0
5.48169E-5,13.004651424,0.306294018,0.669391206,0.087336245,0
5.50327E-5,13.251769655,0.307129838,0.665163472,0.087336245,0
5.51979E-5,13.505329211,0.307767993,0.660841789,0.087336245,0
5.53986E-5,13.754184371,0.308541822,0.656614055,0.087336245,0
5.55692E-5,14.003912989,0.309197865,0.652386321,0.088791849,0
5.58194E-5,14.254532322,0.310158484,0.648158587,0.088791849,0
5.60444E-5,14.500525571,0.311019887,0.644024803,0.088791849,0
5.62628E-5,14.753272393,0.311853644,0.639797069,0.090247453,0
5.6474E-5,15.001255334,0.31265841,0.635663284,0.094614265,0
5.66735E-5,15.25025802,0.313416673,0.6315295,0.098981077,0
5.69594E-5,15.500274664,0.314500605,0.627395716,0.101892285,0
5.72276E-5,15.751457939,0.315514324,0.623261932,0.106259098,0
5.74317E-5,16.003718613,0.31628342,0.619128147,0.107714702,0
5.76644E-5,16.251140814,0.317158791,0.615088313,0.11062591,0
5.78608E-5,16.505295566,0.317895354,0.610954528,0.11062591,0
5.81213E-5,16.754674456,0.318870136,0.606914694,0.113537118,0
5.83342E-5,17.005092273,0.319665004,0.602874859,0.113537118,0
5.85814E-5,17.250643057,0.320585337,0.598928974,0.114992722,0
5.87768E-5,17.502994678,0.321310939,0.594889139,0.120815138,0
5.90207E-5,17.750385934,0.322214681,0.590943254,0.125181951,0
5.92175E-5,18.004628909,0.322942334,0.58690342,0.128093159,0
5.94702E-5,18.253931634,0.323874069,0.582957535,0.131004367,0
5.96654E-5,18.504138509,0.324591986,0.57901165,0.135371179,0
5.98601E-5,18.755151428,0.325306656,0.575065765,0.139737991,0
6.00295E-5,19.000967217,0.325927128,0.571213829,0.144104803,0
6.02584E-5,19.253471219,0.326763757,0.567267944,0.148471616,0
6.046E-5,19.500971603,0.32749903,0.563416009,0.154294032,0
6.06115E-5,19.75526564,0.328050438,0.559470124,0.155749636,0
6.07352E-5,20.004069042,0.328500011,0.555618189,0.15720524,0
6.09451E-5,20.253489941,0.329261519,0.551766253,0.158660844,0
6.11906E-5,20.503889738,0.330149804,0.547914318,0.161572052,0
6.14742E-5,20.75536934,0.33117354,0.544062383,0.165938865,0
6.17567E-5,21.001764269,0.332189659,0.540304397,0.170305677,0
6.20043E-5,21.255495364,0.333077979,0.536452461,0.176128093,0
6.22823E-5,21.504240393,0.334072434,0.532694476,0.180494905,0
6.24988E-5,21.753757981,0.334844672,0.52893649,0.184861718,0
6.27872E-5,22.004384253,0.335870959,0.525178504,0.187772926,0
6.30926E-5,22.256216665,0.336954393,0.521420519,0.19650655,0
6.33593E-5,22.502763147,0.33789734,0.517756483,0.203784571,0
6.37106E-5,22.750537516,0.339135386,0.514092446,0.209606987,0
6.40019E-5,23.005931492,0.340158565,0.510334461,0.216885007,0
6.43623E-5,23.256243036,0.341419979,0.506670425,0.222707424,0
6.46817E-5,23.501463832,0.342534141,0.503100338,0.225618632,0
6.49671E-5,23.754282058,0.343526282,0.499436302,0.231441048,0
6.52671E-5,24.001716603,0.344565973,0.495866216,0.23580786,0
6.56428E-5,24.250373177,0.34586342,0.492296129,0.238719068,0
6.60047E-5,24.500470046,0.347108345,0.488726043,0.243085881,0
6.65012E-5,24.752210111,0.348808723,0.485155956,0.243085881,0
6.6782E-5,25.005416916,0.349766379,0.48158587,0.247452693,0
6.69789E-5,25.252878479,0.350436171,0.478109733,0.251819505,0
6.72531E-5,25.501213573,0.351366509,0.474633596,0.251819505,0
6.75572E-5,25.750674815,0.352395409,0.47115746,0.254730713,0
6.79179E-5,26.001392532,0.353611693,0.467681323,0.257641921,0
6.83266E-5,26.253480506,0.35498424,0.464205186,0.257641921,0
6.86982E-5,26.500098024,0.356227184,0.460822999,0.257641921,0
6.90648E-5,26.754953564,0.357448648,0.457346862,0.257641921,0
6.94504E-5,27.004207081,0.358728257,0.453964675,0.257641921,0
6.9799E-5,27.254900211,0.359881058,0.450582488,0.259097525,0
7.0217E-5,27.506908581,0.361257696,0.447200301,0.259097525,0
7.06587E-5,27.753474667,0.362705694,0.443912063,0.26055313,0
7.10401E-5,28.001437495,0.363950974,0.440623826,0.26055313,0
7.16345E-5,28.251129521,0.365882206,0.437335588,0.262008734,0
7.22078E-5,28.502774694,0.36773343,0.434047351,0.263464338,0
7.29466E-5,28.756780941,0.370103438,0.430759113,0.264919942,0
7.33023E-5,29.005392453,0.3712382,0.427564825,0.264919942,0
7.38239E-5,29.255597863,0.372894785,0.424370537,0.266375546,0
7.43379E-5,29.500182472,0.374518825,0.421270199,0.269286754,0
7.4875E-5,29.753958629,0.376206802,0.418075911,0.270742358,0
7.54363E-5,30.001876953,0.377960983,0.414975573,0.270742358,0
7.60055E-5,30.251847441,0.379729874,0.411875235,0.270742358,0
7.65746E-5,30.503676097,0.381488576,0.408774897,0.272197962,0
7.70947E-5,30.757271287,0.383086964,0.405674558,0.273653566,0
7.77968E-5,31.005412329,0.385231659,0.40266817,0.273653566,0
7.8576E-5,31.255827115,0.38759473,0.399661781,0.273653566,0
7.93308E-5,31.50037824,0.389866299,0.396749342,0.27510917,0
7.99504E-5,31.75542142,0.391718679,0.393742954,0.279475983,0
8.05538E-5,32.004138861,0.393511564,0.390830515,0.280931587,0
8.11399E-5,32.254826907,0.395243194,0.387918076,0.280931587,0
8.17074E-5,32.507246848,0.396910392,0.385005637,0.282387191,0
8.2385E-5,32.753542971,0.398888831,0.382187148,0.285298399,0
8.30057E-5,33.001766376,0.400689996,0.379368658,0.286754003,0
8.3637E-5,33.251668953,0.402510668,0.376550169,0.291120815,0
8.41192E-5,33.503420909,0.403894029,0.37373168,0.294032023,0
8.45133E-5,33.756255774,0.4050199,0.370913191,0.295487627,0
8.51259E-5,34.002372862,0.406761574,0.368188651,0.295487627,0
8.573E-5,34.250063144,0.408469158,0.365464111,0.29985444,0
8.64297E-5,34.508312232,0.410434556,0.362645622,0.302765648,0
8.69826E-5,34.751011149,0.411978483,0.360015032,0.304221252,0
8.75343E-5,35.004056247,0.413511113,0.357290492,0.30713246,0
8.8164E-5,35.250054857,0.415250359,0.354659902,0.310043668,0
8.89575E-5,35.507047283,0.417427886,0.351935363,0.31441048,0
8.95248E-5,35.756850983,0.41897452,0.349304773,0.317321689,0
9.01223E-5,36.008513425,0.420594538,0.346674183,0.320232897,0
9.05047E-5,36.252382603,0.421626889,0.344137542,0.321688501,0
9.1068E-5,36.506455927,0.423140715,0.341506952,0.323144105,0
9.16314E-5,36.753067969,0.424646769,0.338970312,0.326055313,0
9.20842E-5,37.001147479,0.425851508,0.336433672,0.326055313,0
9.26074E-5,37.250531588,0.427237559,0.333897031,0.326055313,0
9.32593E-5,37.501364767,0.428954726,0.331360391,0.327510917,0
9.37634E-5,37.753795006,0.43027573,0.32882375,0.331877729,0
9.42043E-5,38.007531277,0.431426103,0.32628711,0.333333333,0
9.46315E-5,38.252944591,0.432536345,0.323844419,0.336244541,0
9.50521E-5,38.509105046,0.433625132,0.321307779,0.33915575,0
9.54991E-5,38.756916468,0.434777855,0.318865088,0.342066958,0
9.59322E-5,39.005688023,0.435890241,0.316422398,0.343522562,0
9.63214E-5,39.255655622,0.436886032,0.313979707,0.34643377,0
9.68857E-5,39.506862789,0.438323625,0.311537016,0.34643377,0
9.76043E-5,39.759734752,0.440143589,0.309094325,0.34643377,0
9.80377E-5,40.004198129,0.441235691,0.306745584,0.347889374,0
9.87036E-5,40.250068517,0.442905316,0.304396843,0.347889374,0
9.92923E-5,40.507474289,0.444373068,0.301954153,0.347889374,0
9.97477E-5,40.756248226,0.445503255,0.299605411,0.349344978,0
1.00562E-4,41.006567044,0.447511728,0.29725667,0.349344978,0
1.01407E-4,41.258958406,0.449581152,0.294907929,0.350800582,0
1.02E-4,41.50301474,0.451026404,0.292653138,0.35371179,0
1.02689E-4,41.758810425,0.452692864,0.290304397,0.35371179,0
1.03443E-4,42.006201199,0.45450637,0.288049605,0.355167394,0
1.04291E-4,42.255642988,0.456530421,0.285794814,0.356622999,0
1.04868E-4,42.506647882,0.457901474,0.283540023,0.362445415,0
1.05483E-4,42.759026101,0.459352621,0.281285231,0.369723435,0
1.06007E-4,43.002220768,0.460583796,0.279124389,0.371179039,0
1.06863E-4,43.25754387,0.462582064,0.276869598,0.375545852,0
1.07354E-4,43.503934432,0.463721424,0.274708756,0.37845706,0
1.07957E-4,43.751541233,0.465115235,0.272547914,0.382823872,0
1.08573E-4,44.000728094,0.466530463,0.270387073,0.387190684,0
1.09181E-4,44.251291889,0.467921409,0.268226231,0.397379913,0
1.09668E-4,44.502986129,0.469029463,0.266065389,0.403202329,0
1.10355E-4,44.755917054,0.470585058,0.263904547,0.410480349,0
1.10961E-4,45.01045691,0.471949299,0.261743705,0.41775837,0
1.11475E-4,45.25523458,0.47310156,0.259676813,0.419213974,0
1.12291E-4,45.501400281,0.47491913,0.257609921,0.42503639,0
1.12872E-4,45.760414757,0.476206822,0.255449079,0.426491994,0
1.13777E-4,46.00994379,0.478198619,0.253382187,0.426491994,0
1.14399E-4,46.261045903,0.479559992,0.251315295,0.427947598,0
1.15026E-4,46.501944273,0.480924307,0.249342352,0.427947598,0
1.15964E-4,46.756143842,0.482952084,0.24727546,0.429403202,0
1.16465E-4,47.000278526,0.484028746,0.245302518,0.433770015,0
1.16981E-4,47.257022713,0.485131903,0.243235626,0.438136827,0
1.17612E-4,47.503293564,0.486476676,0.241262683,0.441048035,0
1.18238E-4,47.750987645,0.487802387,0.239289741,0.443959243,0
1.18622E-4,48.011560431,0.48861154,0.237222849,0.449781659,0
1.19095E-4,48.261276406,0.48960616,0.235249906,0.459970888,0
1.19788E-4,48.500323642,0.491055893,0.233370913,0.462882096,0
1.20473E-4,48.752848047,0.492482116,0.231397971,0.467248908,0
1.21348E-4,49.006471014,0.494290209,0.229425028,0.468704512,0
1.22037E-4,49.262012273,0.495705985,0.227452086,0.471615721,0
1.22819E-4,49.506809174,0.497302112,0.225573093,0.474526929,0
1.23428E-4,49.753120795,0.498540127,0.2236941,0.477438137,0
1.23912E-4,50.000415061,0.499517094,0.221815107,0.481804949,0
1.24423E-4,50.261261434,0.500545864,0.219842165,0.483260553,0
1.24982E-4,50.510630623,0.501667694,0.217963172,0.487627365,0
1.25711E-4,50.761333738,0.503121133,0.216084179,0.487627365,0
1.262E-4,51.000760254,0.504092432,0.214299136,0.493449782,0
1.26821E-4,51.253840664,0.505319284,0.212420143,0.497816594,0
1.27189E-4,51.507833923,0.506042301,0.21054115,0.50363901,0
1.278E-4,51.750133503,0.50724063,0.208756107,0.508005822,0
1.28471E-4,52.006364383,0.508549586,0.206877114,0.510917031,0
