Predictor variable,Categorical,Sample average
PAR_future45,false,44.15702976965314
SST_future45,false,28.756599201385633
currentspeed_future45,false,19.701603793495728
pH_future45,false,8.049677893931515
salinity_future45,false,35.653399496619876
