Predictor variable,Categorical,Sample average
PAR_near85,false,43.87305739734544
currentspeed_near85,false,19.77969789582005
pH_near85,false,8.061768547763297
salinity_near85,false,35.63760451493131
sst_near85,false,28.529380279163433
