X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-71.37395,19.867988,train,1.0352336018150468E-4,39.39538987245209,0.4493980918730319
-68.964836,18.21035,train,8.88987363584809E-5,34.09723742058971,0.4120729919372232
-68.304496,12.389324,train,2.060855226430247E-4,71.55642265673123,0.6190200719639941
-61.73855,15.96073,train,5.9246834397890444E-5,20.59435030694181,0.31838841948553376
-97.06514,21.088155,train,5.4125703825443925E-5,16.02088535980139,0.29909920628392717
-97.353893,21.100641,train,4.827926313346048E-5,10.192617599484633,0.27569885238754793
-97.265033,21.083385,train,4.883638186961972E-5,10.684543238765771,0.27799585653559145
-62.438764,17.221681,train,5.079523952100534E-5,12.942977180296888,0.2859578454938376
-62.427965,17.321353,train,4.962237248517499E-5,11.562505746122328,0.2812118349156412
-97.236393,21.023983,train,4.9437790775131446E-5,11.340766672746856,0.2804591725932285
-87.397179,18.404929,train,6.441127466875122E-4,96.92965311348607,0.8354799014092251
-97.219677,20.974224,train,4.836126001674057E-5,10.258234066770983,0.27603784289396976
-77.038157,26.599048,train,8.161288023547532E-5,30.6692120265012,0.3915234081778928
-77.191047,26.548496,train,8.130687113730503E-5,30.514686660871362,0.3906288362503854
-86.744717,21.113141,train,5.991775283230158E-4,95.77569589536758,0.8252972541230715
-63.371309,17.65171,train,5.2766863047608134E-5,14.912297867243668,0.2937963453774441
-87.309675,20.352105,train,6.949267657146808E-4,98.9382036768125,0.8456530570980718
-69.03724,18.311766,train,8.719253243500542E-5,33.34108691271697,0.4073861392377453
-69.077298,18.227151,train,8.677587865791442E-5,33.100037837491286,0.40623023899030053
-71.345547,19.960643,train,1.0478313941002929E-4,39.94999830980105,0.4523928134140053
-67.23894,18.230822,train,7.346982066649244E-5,27.018824311623742,0.3667870104836324
-67.321612,18.326616,train,7.331634702849977E-5,26.92373065048738,0.3663014744661438
-65.271301,18.277714,train,6.0241257941658336E-5,21.246934181802764,0.3220115651622999
-62.949034,17.45317,train,5.07406309709058E-5,12.893129662699858,0.2857382633428981
-82.247717,9.205148,train,1.226782075943623E-4,48.1904719008249,0.49166689537121794
