Predictor variable,Categorical,Sample average
PAR_future85,false,44.62857296095491
SST_future85,false,30.429271245453904
currentspeed_future85,false,19.59660639459324
pH_future85,false,7.866174184252254
salinity_future85,false,35.98158585938477
